  0.0000000e+000  8.4500000e-003
  5.0000000e-002  3.8876000e-002
  1.0000000e-001  9.9915000e-002
  1.5000000e-001  1.3744700e-001
  2.0000000e-001  1.8470100e-001
  2.5000000e-001  2.5939700e-001
  3.0000000e-001  3.0088900e-001
  3.5000000e-001  3.4730500e-001
  4.0000000e-001  3.9269900e-001
  4.5000000e-001  4.4418300e-001
  5.0000000e-001  4.9907700e-001
  5.5000000e-001  5.2205300e-001
  6.0000000e-001  5.8227300e-001
  6.5000000e-001  5.9053600e-001
  7.0000000e-001  6.3642000e-001
  7.5000000e-001  6.8542500e-001
  8.0000000e-001  7.1611700e-001
  8.5000000e-001  7.3726900e-001
  9.0000000e-001  7.6500600e-001
  9.5000000e-001  7.9994900e-001
  1.0000000e+000  8.4435300e-001
  1.0500000e+000  8.7925700e-001
  1.1000000e+000  8.8162200e-001
  1.1500000e+000  9.2147700e-001
  1.2000000e+000  9.3905800e-001
  1.2500000e+000  9.6195700e-001
  1.3000000e+000  9.6225900e-001
  1.3500000e+000  9.9368900e-001
  1.4000000e+000  9.6875200e-001
  1.4500000e+000  9.9587900e-001
  1.5000000e+000  9.9656800e-001
  1.5500000e+000  1.0025280e+000
  1.6000000e+000  1.0128190e+000
  1.6500000e+000  1.0109990e+000
  1.7000000e+000  9.8226400e-001
  1.7500000e+000  9.7059300e-001
  1.8000000e+000  9.7588700e-001
  1.8500000e+000  9.7111700e-001
  1.9000000e+000  9.5946300e-001
  1.9500000e+000  9.1145700e-001
  2.0000000e+000  9.0213000e-001
  2.0500000e+000  8.8814700e-001
  2.1000000e+000  8.4495800e-001
  2.1500000e+000  8.2393400e-001
  2.2000000e+000  8.0951500e-001
  2.2500000e+000  7.7634800e-001
  2.3000000e+000  7.4643500e-001
  2.3500000e+000  7.2627000e-001
  2.4000000e+000  6.8398400e-001
  2.4500000e+000  6.4649100e-001
  2.5000000e+000  5.9662600e-001
  2.5500000e+000  5.7028700e-001
  2.6000000e+000  5.1358300e-001
  2.6500000e+000  4.5997200e-001
  2.7000000e+000  4.2740500e-001
  2.7500000e+000  3.9546900e-001
  2.8000000e+000  3.2253000e-001
  2.8500000e+000  2.8287200e-001
  2.9000000e+000  2.4384500e-001
  2.9500000e+000  2.0300400e-001
  3.0000000e+000  1.2525200e-001
  3.0500000e+000  7.9984000e-002
  3.1000000e+000  5.8228000e-002
  3.1500000e+000 -1.0214000e-002
  3.2000000e+000 -3.9617000e-002
  3.2500000e+000 -9.1198000e-002
  3.3000000e+000 -1.5597000e-001
  3.3500000e+000 -2.1759900e-001
  3.4000000e+000 -2.7526200e-001
  3.4500000e+000 -2.8650500e-001
  3.5000000e+000 -3.5010100e-001
  3.5500000e+000 -4.0890500e-001
  3.6000000e+000 -4.3271400e-001
  3.6500000e+000 -4.8112300e-001
  3.7000000e+000 -5.2638300e-001
  3.7500000e+000 -5.5625700e-001
  3.8000000e+000 -5.9688100e-001
  3.8500000e+000 -6.5561800e-001
  3.9000000e+000 -7.0391500e-001
  3.9500000e+000 -7.4016400e-001
  4.0000000e+000 -7.7255700e-001
  4.0500000e+000 -8.0194200e-001
  4.1000000e+000 -8.0468200e-001
  4.1500000e+000 -8.3551500e-001
  4.2000000e+000 -8.9040600e-001
  4.2500000e+000 -8.8940800e-001
  4.3000000e+000 -8.9951700e-001
  4.3500000e+000 -9.1753100e-001
  4.4000000e+000 -9.3290900e-001
  4.4500000e+000 -9.5062300e-001
  4.5000000e+000 -9.7401900e-001
  4.5500000e+000 -9.8767600e-001
  4.6000000e+000 -9.8025600e-001
  4.6500000e+000 -1.0073710e+000
  4.7000000e+000 -1.0144320e+000
  4.7500000e+000 -9.7951100e-001
  4.8000000e+000 -9.7619300e-001
  4.8500000e+000 -9.9644200e-001
  4.9000000e+000 -9.7344900e-001
  4.9500000e+000 -9.6449300e-001
