  0.0000000e+000  0.0000000e+000
  5.0000000e-002  4.9979169e-002
  1.0000000e-001  9.9833417e-002
  1.5000000e-001  1.4943813e-001
  2.0000000e-001  1.9866933e-001
  2.5000000e-001  2.4740396e-001
  3.0000000e-001  2.9552021e-001
  3.5000000e-001  3.4289781e-001
  4.0000000e-001  3.8941834e-001
  4.5000000e-001  4.3496553e-001
  5.0000000e-001  4.7942554e-001
  5.5000000e-001  5.2268723e-001
  6.0000000e-001  5.6464247e-001
  6.5000000e-001  6.0518641e-001
  7.0000000e-001  6.4421769e-001
  7.5000000e-001  6.8163876e-001
  8.0000000e-001  7.1735609e-001
  8.5000000e-001  7.5128041e-001
  9.0000000e-001  7.8332691e-001
  9.5000000e-001  8.1341550e-001
  1.0000000e+000  8.4147098e-001
  1.0500000e+000  8.6742323e-001
  1.1000000e+000  8.9120736e-001
  1.1500000e+000  9.1276394e-001
  1.2000000e+000  9.3203909e-001
  1.2500000e+000  9.4898462e-001
  1.3000000e+000  9.6355819e-001
  1.3500000e+000  9.7572336e-001
  1.4000000e+000  9.8544973e-001
  1.4500000e+000  9.9271299e-001
  1.5000000e+000  9.9749499e-001
  1.5500000e+000  9.9978376e-001
  1.6000000e+000  9.9957360e-001
  1.6500000e+000  9.9686503e-001
  1.7000000e+000  9.9166481e-001
  1.7500000e+000  9.8398595e-001
  1.8000000e+000  9.7384763e-001
  1.8500000e+000  9.6127520e-001
  1.9000000e+000  9.4630009e-001
  1.9500000e+000  9.2895972e-001
  2.0000000e+000  9.0929743e-001
  2.0500000e+000  8.8736237e-001
  2.1000000e+000  8.6320937e-001
  2.1500000e+000  8.3689879e-001
  2.2000000e+000  8.0849640e-001
  2.2500000e+000  7.7807320e-001
  2.3000000e+000  7.4570521e-001
  2.3500000e+000  7.1147335e-001
  2.4000000e+000  6.7546318e-001
  2.4500000e+000  6.3776470e-001
  2.5000000e+000  5.9847214e-001
  2.5500000e+000  5.5768372e-001
  2.6000000e+000  5.1550137e-001
  2.6500000e+000  4.7203054e-001
  2.7000000e+000  4.2737988e-001
  2.7500000e+000  3.8166099e-001
  2.8000000e+000  3.3498815e-001
  2.8500000e+000  2.8747801e-001
  2.9000000e+000  2.3924933e-001
  2.9500000e+000  1.9042265e-001
  3.0000000e+000  1.4112001e-001
  3.0500000e+000  9.1464642e-002
  3.1000000e+000  4.1580662e-002
  3.1500000e+000 -8.4072474e-003
  3.2000000e+000 -5.8374143e-002
  3.2500000e+000 -1.0819513e-001
  3.3000000e+000 -1.5774569e-001
  3.3500000e+000 -2.0690197e-001
  3.4000000e+000 -2.5554110e-001
  3.4500000e+000 -3.0354151e-001
  3.5000000e+000 -3.5078323e-001
  3.5500000e+000 -3.9714817e-001
  3.6000000e+000 -4.4252044e-001
  3.6500000e+000 -4.8678665e-001
  3.7000000e+000 -5.2983614e-001
  3.7500000e+000 -5.7156132e-001
  3.8000000e+000 -6.1185789e-001
  3.8500000e+000 -6.5062514e-001
  3.9000000e+000 -6.8776616e-001
  3.9500000e+000 -7.2318812e-001
  4.0000000e+000 -7.5680250e-001
  4.0500000e+000 -7.8852525e-001
  4.1000000e+000 -8.1827711e-001
  4.1500000e+000 -8.4598370e-001
  4.2000000e+000 -8.7157577e-001
  4.2500000e+000 -8.9498936e-001
  4.3000000e+000 -9.1616594e-001
  4.3500000e+000 -9.3505258e-001
  4.4000000e+000 -9.5160207e-001
  4.4500000e+000 -9.6577306e-001
  4.5000000e+000 -9.7753012e-001
  4.5500000e+000 -9.8684386e-001
  4.6000000e+000 -9.9369100e-001
  4.6500000e+000 -9.9805444e-001
  4.7000000e+000 -9.9992326e-001
  4.7500000e+000 -9.9929279e-001
  4.8000000e+000 -9.9616461e-001
  4.8500000e+000 -9.9054654e-001
  4.9000000e+000 -9.8245261e-001
  4.9500000e+000 -9.7190307e-001
